GO.ID	Term	Annotated	Significant	Expected	p.value	nc	Genes
GO:0000293	ferric-chelate reductase activity	8	1	0.03	0.02624	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc29911.1
GO:0000977	RNA polymerase II regulatory region sequ...	157	1	0.52	0.40740	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc30297.1
GO:0001056	RNA polymerase III activity	26	1	0.09	0.08282	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc18688.1
GO:0003688	DNA replication origin binding	19	1	0.06	0.06121	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc08919.1
GO:0003690	double-stranded DNA binding	459	4	1.52	0.20668	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc02205.1
GO:0003690	double-stranded DNA binding	459	4	1.52	0.20668	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc23254.1
GO:0003690	double-stranded DNA binding	459	4	1.52	0.20668	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc30297.1
GO:0003690	double-stranded DNA binding	459	4	1.52	0.20668	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc08919.1
GO:0003697	single-stranded DNA binding	83	2	0.28	0.03115	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc23254.1
GO:0003697	single-stranded DNA binding	83	2	0.28	0.03115	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc02205.1
GO:0003712	transcription coregulator activity	107	2	0.36	0.04934	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36024.1
GO:0003712	transcription coregulator activity	107	2	0.36	0.04934	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc30445.1
GO:0003729	mRNA binding	578	3	1.92	0.30081	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc23254.1
GO:0003729	mRNA binding	578	3	1.92	0.30081	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc18557.1
GO:0003729	mRNA binding	578	3	1.92	0.30081	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc02205.1
GO:0003735	structural constituent of ribosome	672	3	2.23	0.38607	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc38300.1
GO:0003735	structural constituent of ribosome	672	3	2.23	0.38607	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc18557.1
GO:0003735	structural constituent of ribosome	672	3	2.23	0.38607	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31999.1
GO:0003743	translation initiation factor activity	144	1	0.48	0.38110	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31952.1
GO:0003774	motor activity	162	1	0.54	0.41723	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc37595.1
GO:0003796	lysozyme activity	18	1	0.06	0.05809	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc09786.1
GO:0003924	GTPase activity	237	1	0.79	0.54660	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc17410.1
GO:0004033	aldo-keto reductase (NADP) activity	45	2	0.15	0.00983	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc26737.1
GO:0004033	aldo-keto reductase (NADP) activity	45	2	0.15	0.00983	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc05129.1
GO:0004175	endopeptidase activity	397	3	1.32	0.14548	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc29143.1
GO:0004175	endopeptidase activity	397	3	1.32	0.14548	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc13915.1
GO:0004175	endopeptidase activity	397	3	1.32	0.14548	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc09015.1
GO:0004301	epoxide hydrolase activity	26	1	0.09	0.08282	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc28433.1
GO:0004478	methionine adenosyltransferase activity	6	1	0.02	0.01975	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36199.1
GO:0004497	monooxygenase activity	392	3	1.3	0.35772	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36030.1
GO:0004497	monooxygenase activity	392	3	1.3	0.35772	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc17798.1
GO:0004497	monooxygenase activity	392	3	1.3	0.35772	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31183.1
GO:0004534	5'-3' exoribonuclease activity	6	1	0.02	0.01975	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc17293.1
GO:0004568	chitinase activity	43	1	0.14	0.13326	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc09786.1
GO:0004614	phosphoglucomutase activity	10	2	0.03	0.00048	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc21909.1
GO:0004614	phosphoglucomutase activity	10	2	0.03	0.00048	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc28228.1
GO:0004675	transmembrane receptor protein serine/th...	182	2	0.6	0.12254	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc33880.1
GO:0004675	transmembrane receptor protein serine/th...	182	2	0.6	0.12254	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31366.1
GO:0004693	cyclin-dependent protein serine/threonin...	67	1	0.22	0.19984	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc11644.1
GO:0004709	MAP kinase kinase kinase activity	22	1	0.07	0.07053	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc11088.1
GO:0004722	protein serine/threonine phosphatase act...	238	2	0.79	0.18706	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc28398.1
GO:0004722	protein serine/threonine phosphatase act...	238	2	0.79	0.18706	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc17281.1
GO:0004784	superoxide dismutase activity	9	1	0.03	0.02947	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc27435.1
GO:0004791	thioredoxin-disulfide reductase activity	52	1	0.17	0.15885	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc33092.1
GO:0005198	structural molecule activity	849	3	2.82	0.77392	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc18557.1
GO:0005198	structural molecule activity	849	3	2.82	0.77392	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc38300.1
GO:0005198	structural molecule activity	849	3	2.82	0.77392	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31999.1
GO:0005506	iron ion binding	419	4	1.39	0.05100	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31183.1
GO:0005506	iron ion binding	419	4	1.39	0.05100	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc07954.1
GO:0005506	iron ion binding	419	4	1.39	0.05100	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36030.1
GO:0005506	iron ion binding	419	4	1.39	0.05100	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc17798.1
GO:0005507	copper ion binding	343	3	1.14	0.30364	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc31360.1
GO:0005507	copper ion binding	343	3	1.14	0.30364	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc27435.1
GO:0005507	copper ion binding	343	3	1.14	0.30364	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36199.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc33880.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc06090.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc36199.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc11644.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc15083.1
GO:0005524	ATP binding	3507	9	11.64	0.83758	5topMF.G1.ND.S-G1.ND.NS.both.txt	Lc18596.1
